task,metric,perm_idx,null_score
reach,r2,4,-0.010801755629249477
reach,r2,5,-0.011711790884131369
reach,r2,6,-0.01431907157195762
reach,r2,7,-0.010395043879002919
reach,r2,8,-0.017384443625440803
reach,r2,9,-0.017568852637201406
reach,r2,10,-0.005365264008484649
reach,r2,11,-0.010753999082344912
reach,r2,12,-0.014910920386877935
reach,r2,13,-0.0016326756596433567
reach,r2,14,-0.014526410439068682
reach,r2,15,-0.01371874440279055
reach,r2,16,-0.021313931083129754
reach,r2,17,-0.02321067395850034
reach,r2,18,-0.011195562529021208
reach,r2,19,-0.009666574734358547
reach,r2,20,-0.005952399042494427
reach,r2,21,-0.007759600948116141
reach,r2,22,-0.004877699933535063
reach,r2,23,-0.007236786315060151
reach,r2,24,-0.013017970378451427
reach,r2,25,-0.010630356392140028
reach,r2,26,-0.012955449001976737
reach,r2,27,-0.014938090312515273
reach,r2,28,-0.009202408183008881
reach,r2,29,-0.025031400943359473
reach,r2,30,-0.014076588531984856
reach,r2,31,-0.007037564239058014
reach,r2,32,-0.004909004811915562
reach,r2,33,-0.01391658138040126
reach,r2,34,-0.0051961535730937316
reach,r2,35,-0.010615558982593453
reach,r2,36,-0.007061170608580758
reach,r2,37,-0.012631239749998312
reach,r2,38,-0.008869695253760312
reach,r2,39,-0.010480880242189761
reach,r2,40,-0.012119528291289728
reach,r2,41,-0.003807818706058552
reach,r2,42,-0.00390892463868131
reach,r2,43,-0.010634471207038976
reach,r2,44,-0.011174168990392964
reach,r2,45,-0.00816851571627375
reach,r2,46,-0.03836066562879581
reach,r2,47,-0.003463589256740107
reach,r2,48,-0.016924388834212524
reach,r2,49,-0.012233096243228613
reach,r2,50,-0.01510472570813004
reach,r2,51,-0.0012025970170761679
reach,r2,52,-0.01751268146021907
reach,r2,53,-0.0043259919060434585
reach,r2,54,-0.01309556677627186
reach,r2,55,-0.0028905650549870153
reach,r2,56,-0.021392181316492787
reach,r2,57,-0.006232127050495339
reach,r2,58,-0.036939152829575585
reach,r2,59,-0.010087226006770988
reach,r2,60,-0.00019329869854096683
reach,r2,61,-0.011336708155047458
reach,r2,62,-0.011397253267095887
reach,r2,63,-0.0064190342779065325
reach,r2,64,-0.010261643197328052
reach,r2,65,-0.00788826388849464
reach,r2,66,-0.006777080958729575
reach,r2,67,-0.0021437978240704592
reach,r2,68,-0.010194032387594731
reach,r2,69,-0.007720336212563605
reach,r2,70,-0.02368826985889938
reach,r2,71,-0.016889769692714607
reach,r2,72,-0.01739076958141874
reach,r2,73,-0.008112075400615338
reach,r2,74,-0.017370829634098462
reach,r2,75,-0.009080155897042674
reach,r2,76,-0.003120927994931577
reach,r2,77,-0.010703803795360001
reach,r2,78,-0.01597755717814846
reach,r2,79,-0.007952574031900838
reach,r2,80,-0.009124928236386198
reach,r2,81,-0.013243106979086016
reach,r2,82,-0.01283419645497812
reach,r2,83,-0.015204111063897342
reach,r2,84,-0.007530494407359511
reach,r2,85,-0.01717036295745227
reach,r2,86,-0.010246413265970356
reach,r2,87,-0.010159347033483934
reach,r2,88,-0.017906132059892423
reach,r2,89,-0.009106454106568407
reach,r2,90,-0.006479446350658158
reach,r2,91,-0.006219157790832419
reach,r2,92,-0.009785976773796135
reach,r2,93,-0.007240998113749897
reach,r2,94,-0.019564802488408906
reach,r2,95,-0.005047119746232465
reach,r2,96,-0.008817996375466874
reach,r2,97,-0.003449578858900737
reach,r2,98,-0.01529761550413109
reach,r2,99,-0.009116197121300984
reach,r2,100,-0.006213931693078068
reach,r2,101,-0.008203628961863173
reach,r2,102,-0.012685861625561045
reach,r2,103,-0.016713680110928754
reach,r2,104,-0.013253603424534698
reach,r2,105,-0.014419222875964265
reach,r2,106,-0.032787963168698545
reach,r2,107,-0.009627441794832858
reach,r2,108,-0.012288027058086248
reach,r2,109,-0.00606525845649788
reach,r2,110,-0.01042172169948823
reach,r2,111,-0.017058562051756886
reach,r2,112,-0.015702048146574922
reach,r2,113,-0.005913717498650106
reach,r2,114,-0.02945659571755277
reach,r2,115,-0.023756696988948355
reach,r2,116,-0.009860297229642656
reach,r2,117,-0.013705049880321373
reach,r2,118,-0.017541639754333583
reach,r2,119,-0.013518441692777494
reach,r2,120,-0.010013371993031938
reach,r2,121,-0.00959243188910408
reach,r2,122,-0.01228446051656138
reach,r2,123,-0.008560897172527726
reach,r2,124,-0.008642561742975906
reach,r2,125,-0.01029506620113887
reach,r2,126,-0.0033791679803554463
reach,r2,127,-0.012978629947475562
reach,r2,128,-0.00706184160547263
reach,r2,129,-0.00699447289834203
reach,r2,130,-0.009049063748534203
reach,r2,131,-0.006968108017790931
reach,r2,132,-0.023603958570523796
reach,r2,133,-0.00439658937059475
reach,r2,134,-0.011916928121144865
reach,r2,135,-0.009591580890484197
reach,r2,136,-0.015915159058182082
reach,r2,137,-0.011077922839767584
reach,r2,138,-0.0052097976390421685
reach,r2,139,-0.017220640336732363
reach,r2,140,-0.01421361770924725
reach,r2,141,-0.008609487954653527
reach,r2,142,-0.007120588280841144
reach,r2,143,-0.035235625446441474
reach,r2,144,-0.01049344904461862
reach,r2,145,-0.007534237882124062
reach,r2,146,-0.012765401215679572
reach,r2,147,-0.00880798554143598
reach,r2,148,-0.007095714854450286
reach,r2,149,-0.01438123890202334
reach,r2,150,-0.03446345259712382
reach,r2,151,-0.006083658630348166
reach,r2,152,-0.023803229013345594
reach,r2,153,-0.009843332458931053
reach,r2,154,-0.008848974094996631
reach,r2,155,-0.011320552542267359
reach,r2,156,-0.008723939701710792
reach,r2,157,-0.009256112968093654
reach,r2,158,-0.015750017913039472
reach,r2,159,-0.019458754613932427
reach,r2,160,-0.006855353606727043
reach,r2,161,-0.013512895081575493
reach,r2,162,-0.008821067590738928
reach,r2,163,-0.005634986411219467
reach,r2,164,-0.009672019675045718
reach,r2,165,-0.013293644983108921
reach,r2,166,-0.03146765228908299
reach,r2,167,-0.010921912974095237
reach,r2,168,-0.008614253698234741
reach,r2,169,-0.0044711097427823756
reach,r2,170,-0.004337667410851021
reach,r2,171,-0.009631012635217484
reach,r2,172,-0.012621009917276594
reach,r2,173,-0.020441940496441036
reach,r2,174,-0.007320720369759304
reach,r2,175,-0.01257601305220728
reach,r2,176,-0.000698680515200767
reach,r2,177,-0.003235427229576904
reach,r2,178,-0.005179786012350784
reach,r2,179,-0.006387807906621435
reach,r2,180,-0.005694733380099915
reach,r2,181,-0.007032373186006069
reach,r2,182,-0.0033988981122383467
reach,r2,183,-0.04087513021140761
reach,r2,184,-0.011082755306673043
reach,r2,185,-0.005448107201019026
reach,r2,186,0.0013028968071489232
reach,r2,187,-0.006916901284604404
reach,r2,188,-0.009703590486594837
reach,r2,189,-0.007437471567567311
reach,r2,190,-0.009970311183043012
reach,r2,191,-0.009835806250459456
reach,r2,192,-0.009411980728844948
reach,r2,193,-0.00985798282820347
reach,r2,194,-0.012260802356927902
reach,r2,195,-0.01588144983379558
reach,r2,196,-0.011355299200753644
reach,r2,197,-0.016691091326288942
reach,r2,198,-0.014986607878444812
reach,r2,199,-0.008995550537919495
